,PARAMETER,YEAR,MONTH,Surface Pressure (kPa),DATE,PARAMETER,YEAR,MONTH,Dew/Frost Point at 2 Meters (C),DATE,PARAMETER,YEAR,MONTH,Precipitation Corrected (mm/day),DATE,PARAMETER,YEAR,MONTH, Precipitation Corrected Sum (mm),DATE,PARAMETER,YEAR,MONTH,Wind Speed at 2 Meters (m/s),DATE,PARAMETER,YEAR,MONTH,Relative Humidity at 2 Meters (%),DATE,PARAMETER,YEAR,MONTH,Specific Humidity at 2 Meters (g/kg),DATE,PARAMETER,YEAR,MONTH,Temperature at 2 Meters (C),DATE,PARAMETER,YEAR,MONTH,Wind Speed at 10 Meters (m/s),DATE
308,PS,2015,SEP,98.82,9/1/2015,T2MDEW,2015,SEP,23.51,9/1/2015,PRECTOTCORR,2015,SEP,10.55,9/1/2015,PRECTOTCORR_SUM,2015,SEP,253.12,9/1/2015,WS2M,2015,SEP,1.22,9/1/2015,RH2M,2015,SEP,82.88,9/1/2015,QV2M,2015,SEP,18.43,9/1/2015,T2M,2015,SEP,26.84,9/1/2015,WS10M,2015,SEP,1.99,9/1/2015
309,PS,2015,OCT,98.76,10/1/2015,T2MDEW,2015,OCT,22.44,10/1/2015,PRECTOTCORR,2015,OCT,0,10/1/2015,PRECTOTCORR_SUM,2015,OCT,47.46,10/1/2015,WS2M,2015,OCT,1.2,10/1/2015,RH2M,2015,OCT,72.38,10/1/2015,QV2M,2015,OCT,17.33,10/1/2015,T2M,2015,OCT,28.44,10/1/2015,WS10M,2015,OCT,1.98,10/1/2015
310,PS,2015,NOV,98.81,11/1/2015,T2MDEW,2015,NOV,12.92,11/1/2015,PRECTOTCORR,2015,NOV,0,11/1/2015,PRECTOTCORR_SUM,2015,NOV,0,11/1/2015,WS2M,2015,NOV,1.76,11/1/2015,RH2M,2015,NOV,48.12,11/1/2015,QV2M,2015,NOV,9.64,11/1/2015,T2M,2015,NOV,26.13,11/1/2015,WS10M,2015,NOV,2.87,11/1/2015
311,PS,2015,DEC,99.17,12/1/2015,T2MDEW,2015,DEC,5.01,12/1/2015,PRECTOTCORR,2015,DEC,0,12/1/2015,PRECTOTCORR_SUM,2015,DEC,0,12/1/2015,WS2M,2015,DEC,2.76,12/1/2015,RH2M,2015,DEC,38.62,12/1/2015,QV2M,2015,DEC,5.62,12/1/2015,T2M,2015,DEC,20.84,12/1/2015,WS10M,2015,DEC,4.23,12/1/2015
312,PS,2016,JAN,99.02,1/1/2016,T2MDEW,2016,JAN,1.27,1/1/2016,PRECTOTCORR,2016,JAN,0,1/1/2016,PRECTOTCORR_SUM,2016,JAN,0,1/1/2016,WS2M,2016,JAN,2.88,1/1/2016,RH2M,2016,JAN,27.19,1/1/2016,QV2M,2016,JAN,4.33,1/1/2016,T2M,2016,JAN,22.69,1/1/2016,WS10M,2016,JAN,4.33,1/1/2016
313,PS,2016,FEB,98.78,2/1/2016,T2MDEW,2016,FEB,0.37,2/1/2016,PRECTOTCORR,2016,FEB,0,2/1/2016,PRECTOTCORR_SUM,2016,FEB,0,2/1/2016,WS2M,2016,FEB,2.53,2/1/2016,RH2M,2016,FEB,20.12,2/1/2016,QV2M,2016,FEB,4.15,2/1/2016,T2M,2016,FEB,26.54,2/1/2016,WS10M,2016,FEB,3.79,2/1/2016
314,PS,2016,MAR,98.55,3/1/2016,T2MDEW,2016,MAR,9.73,3/1/2016,PRECTOTCORR,2016,MAR,0,3/1/2016,PRECTOTCORR_SUM,2016,MAR,5.27,3/1/2016,WS2M,2016,MAR,1.94,3/1/2016,RH2M,2016,MAR,28.69,3/1/2016,QV2M,2016,MAR,8.61,3/1/2016,T2M,2016,MAR,32.79,3/1/2016,WS10M,2016,MAR,2.81,3/1/2016
315,PS,2016,APR,98.44,4/1/2016,T2MDEW,2016,APR,19.63,4/1/2016,PRECTOTCORR,2016,APR,0,4/1/2016,PRECTOTCORR_SUM,2016,APR,26.37,4/1/2016,WS2M,2016,APR,2.43,4/1/2016,RH2M,2016,APR,46.62,4/1/2016,QV2M,2016,APR,14.77,4/1/2016,T2M,2016,APR,33.96,4/1/2016,WS10M,2016,APR,3.34,4/1/2016
316,PS,2016,MAY,98.65,5/1/2016,T2MDEW,2016,MAY,20.5,5/1/2016,PRECTOTCORR,2016,MAY,0,5/1/2016,PRECTOTCORR_SUM,2016,MAY,26.37,5/1/2016,WS2M,2016,MAY,2.8,5/1/2016,RH2M,2016,MAY,51.19,5/1/2016,QV2M,2016,MAY,15.44,5/1/2016,T2M,2016,MAY,33.05,5/1/2016,WS10M,2016,MAY,3.85,5/1/2016
317,PS,2016,JUN,98.84,6/1/2016,T2MDEW,2016,JUN,21.07,6/1/2016,PRECTOTCORR,2016,JUN,0,6/1/2016,PRECTOTCORR_SUM,2016,JUN,58.01,6/1/2016,WS2M,2016,JUN,2.23,6/1/2016,RH2M,2016,JUN,61.5,6/1/2016,QV2M,2016,JUN,15.93,6/1/2016,T2M,2016,JUN,30.15,6/1/2016,WS10M,2016,JUN,3.2,6/1/2016
318,PS,2016,JUL,98.82,7/1/2016,T2MDEW,2016,JUL,22.31,7/1/2016,PRECTOTCORR,2016,JUL,5.27,7/1/2016,PRECTOTCORR_SUM,2016,JUL,137.11,7/1/2016,WS2M,2016,JUL,1.7,7/1/2016,RH2M,2016,JUL,74.88,7/1/2016,QV2M,2016,JUL,17.15,7/1/2016,T2M,2016,JUL,27.61,7/1/2016,WS10M,2016,JUL,2.59,7/1/2016
319,PS,2016,AUG,98.84,8/1/2016,T2MDEW,2016,AUG,22.73,8/1/2016,PRECTOTCORR,2016,AUG,5.27,8/1/2016,PRECTOTCORR_SUM,2016,AUG,168.75,8/1/2016,WS2M,2016,AUG,1.34,8/1/2016,RH2M,2016,AUG,79.5,8/1/2016,QV2M,2016,AUG,17.58,8/1/2016,T2M,2016,AUG,26.83,8/1/2016,WS10M,2016,AUG,2.13,8/1/2016
320,PS,2016,SEP,98.86,9/1/2016,T2MDEW,2016,SEP,22.94,9/1/2016,PRECTOTCORR,2016,SEP,5.27,9/1/2016,PRECTOTCORR_SUM,2016,SEP,158.2,9/1/2016,WS2M,2016,SEP,1.16,9/1/2016,RH2M,2016,SEP,81.06,9/1/2016,QV2M,2016,SEP,17.82,9/1/2016,T2M,2016,SEP,26.68,9/1/2016,WS10M,2016,SEP,1.93,9/1/2016
321,PS,2016,OCT,98.68,10/1/2016,T2MDEW,2016,OCT,19.67,10/1/2016,PRECTOTCORR,2016,OCT,0,10/1/2016,PRECTOTCORR_SUM,2016,OCT,10.55,10/1/2016,WS2M,2016,OCT,1.52,10/1/2016,RH2M,2016,OCT,63.06,10/1/2016,QV2M,2016,OCT,14.83,10/1/2016,T2M,2016,OCT,28.49,10/1/2016,WS10M,2016,OCT,2.45,10/1/2016
322,PS,2016,NOV,98.69,11/1/2016,T2MDEW,2016,NOV,13.37,11/1/2016,PRECTOTCORR,2016,NOV,0,11/1/2016,PRECTOTCORR_SUM,2016,NOV,0,11/1/2016,WS2M,2016,NOV,1.71,11/1/2016,RH2M,2016,NOV,45.56,11/1/2016,QV2M,2016,NOV,9.95,11/1/2016,T2M,2016,NOV,27.85,11/1/2016,WS10M,2016,NOV,2.79,11/1/2016
323,PS,2016,DEC,98.76,12/1/2016,T2MDEW,2016,DEC,8,12/1/2016,PRECTOTCORR,2016,DEC,0,12/1/2016,PRECTOTCORR_SUM,2016,DEC,0,12/1/2016,WS2M,2016,DEC,2.19,12/1/2016,RH2M,2016,DEC,34,12/1/2016,QV2M,2016,DEC,7.02,12/1/2016,T2M,2016,DEC,26.66,12/1/2016,WS10M,2016,DEC,3.38,12/1/2016
324,PS,2017,JAN,98.74,1/1/2017,T2MDEW,2017,JAN,3.1,1/1/2017,PRECTOTCORR,2017,JAN,0,1/1/2017,PRECTOTCORR_SUM,2017,JAN,0,1/1/2017,WS2M,2017,JAN,2.26,1/1/2017,RH2M,2017,JAN,23.94,1/1/2017,QV2M,2017,JAN,4.94,1/1/2017,T2M,2017,JAN,26.77,1/1/2017,WS10M,2017,JAN,3.43,1/1/2017
325,PS,2017,FEB,98.73,2/1/2017,T2MDEW,2017,FEB,-2.69,2/1/2017,PRECTOTCORR,2017,FEB,0,2/1/2017,PRECTOTCORR_SUM,2017,FEB,0,2/1/2017,WS2M,2017,FEB,2.98,2/1/2017,RH2M,2017,FEB,15.06,2/1/2017,QV2M,2017,FEB,3.23,2/1/2017,T2M,2017,FEB,27.49,2/1/2017,WS10M,2017,FEB,4.35,2/1/2017
326,PS,2017,MAR,98.48,3/1/2017,T2MDEW,2017,MAR,1.7,3/1/2017,PRECTOTCORR,2017,MAR,0,3/1/2017,PRECTOTCORR_SUM,2017,MAR,0,3/1/2017,WS2M,2017,MAR,2.26,3/1/2017,RH2M,2017,MAR,17.69,3/1/2017,QV2M,2017,MAR,5,3/1/2017,T2M,2017,MAR,31.36,3/1/2017,WS10M,2017,MAR,3.32,3/1/2017
327,PS,2017,APR,98.43,4/1/2017,T2MDEW,2017,APR,14.71,4/1/2017,PRECTOTCORR,2017,APR,0,4/1/2017,PRECTOTCORR_SUM,2017,APR,15.82,4/1/2017,WS2M,2017,APR,2.53,4/1/2017,RH2M,2017,APR,36.81,4/1/2017,QV2M,2017,APR,11.41,4/1/2017,T2M,2017,APR,33.67,4/1/2017,WS10M,2017,APR,3.54,4/1/2017
328,PS,2017,MAY,98.61,5/1/2017,T2MDEW,2017,MAY,21.36,5/1/2017,PRECTOTCORR,2017,MAY,0,5/1/2017,PRECTOTCORR_SUM,2017,MAY,42.19,5/1/2017,WS2M,2017,MAY,2.67,5/1/2017,RH2M,2017,MAY,58.12,5/1/2017,QV2M,2017,MAY,16.24,5/1/2017,T2M,2017,MAY,31.41,5/1/2017,WS10M,2017,MAY,3.7,5/1/2017
329,PS,2017,JUN,98.75,6/1/2017,T2MDEW,2017,JUN,22.4,6/1/2017,PRECTOTCORR,2017,JUN,5.27,6/1/2017,PRECTOTCORR_SUM,2017,JUN,121.29,6/1/2017,WS2M,2017,JUN,1.97,6/1/2017,RH2M,2017,JUN,70.56,6/1/2017,QV2M,2017,JUN,17.27,6/1/2017,T2M,2017,JUN,28.88,6/1/2017,WS10M,2017,JUN,2.88,6/1/2017
330,PS,2017,JUL,98.9,7/1/2017,T2MDEW,2017,JUL,22.74,7/1/2017,PRECTOTCORR,2017,JUL,5.27,7/1/2017,PRECTOTCORR_SUM,2017,JUL,168.75,7/1/2017,WS2M,2017,JUL,1.55,7/1/2017,RH2M,2017,JUL,77.81,7/1/2017,QV2M,2017,JUL,17.58,7/1/2017,T2M,2017,JUL,27.23,7/1/2017,WS10M,2017,JUL,2.4,7/1/2017
331,PS,2017,AUG,98.81,8/1/2017,T2MDEW,2017,AUG,23.03,8/1/2017,PRECTOTCORR,2017,AUG,10.55,8/1/2017,PRECTOTCORR_SUM,2017,AUG,284.77,8/1/2017,WS2M,2017,AUG,1.43,8/1/2017,RH2M,2017,AUG,83.19,8/1/2017,QV2M,2017,AUG,17.88,8/1/2017,T2M,2017,AUG,26.29,8/1/2017,WS10M,2017,AUG,2.3,8/1/2017
332,PS,2017,SEP,98.82,9/1/2017,T2MDEW,2017,SEP,23.28,9/1/2017,PRECTOTCORR,2017,SEP,5.27,9/1/2017,PRECTOTCORR_SUM,2017,SEP,152.93,9/1/2017,WS2M,2017,SEP,1.21,9/1/2017,RH2M,2017,SEP,82.44,9/1/2017,QV2M,2017,SEP,18.19,9/1/2017,T2M,2017,SEP,26.71,9/1/2017,WS10M,2017,SEP,2.02,9/1/2017
333,PS,2017,OCT,98.76,10/1/2017,T2MDEW,2017,OCT,18.82,10/1/2017,PRECTOTCORR,2017,OCT,0,10/1/2017,PRECTOTCORR_SUM,2017,OCT,36.91,10/1/2017,WS2M,2017,OCT,1.26,10/1/2017,RH2M,2017,OCT,65.44,10/1/2017,QV2M,2017,OCT,14.22,10/1/2017,T2M,2017,OCT,26.64,10/1/2017,WS10M,2017,OCT,2.06,10/1/2017
334,PS,2017,NOV,98.74,11/1/2017,T2MDEW,2017,NOV,12.78,11/1/2017,PRECTOTCORR,2017,NOV,0,11/1/2017,PRECTOTCORR_SUM,2017,NOV,0,11/1/2017,WS2M,2017,NOV,1.59,11/1/2017,RH2M,2017,NOV,49,11/1/2017,QV2M,2017,NOV,9.64,11/1/2017,T2M,2017,NOV,25.63,11/1/2017,WS10M,2017,NOV,2.55,11/1/2017
335,PS,2017,DEC,98.8,12/1/2017,T2MDEW,2017,DEC,9.98,12/1/2017,PRECTOTCORR,2017,DEC,0,12/1/2017,PRECTOTCORR_SUM,2017,DEC,0,12/1/2017,WS2M,2017,DEC,1.99,12/1/2017,RH2M,2017,DEC,43.5,12/1/2017,QV2M,2017,DEC,8,12/1/2017,T2M,2017,DEC,24.44,12/1/2017,WS10M,2017,DEC,3.13,12/1/2017
336,PS,2018,JAN,98.89,1/1/2018,T2MDEW,2018,JAN,2.29,1/1/2018,PRECTOTCORR,2018,JAN,0,1/1/2018,PRECTOTCORR_SUM,2018,JAN,0,1/1/2018,WS2M,2018,JAN,2.42,1/1/2018,RH2M,2018,JAN,30.31,1/1/2018,QV2M,2018,JAN,4.7,1/1/2018,T2M,2018,JAN,22.15,1/1/2018,WS10M,2018,JAN,3.73,1/1/2018
337,PS,2018,FEB,98.52,2/1/2018,T2MDEW,2018,FEB,7.37,2/1/2018,PRECTOTCORR,2018,FEB,0,2/1/2018,PRECTOTCORR_SUM,2018,FEB,0,2/1/2018,WS2M,2018,FEB,2.12,2/1/2018,RH2M,2018,FEB,30.75,2/1/2018,QV2M,2018,FEB,7.39,2/1/2018,T2M,2018,FEB,28.6,2/1/2018,WS10M,2018,FEB,3.12,2/1/2018
338,PS,2018,MAR,98.5,3/1/2018,T2MDEW,2018,MAR,11.03,3/1/2018,PRECTOTCORR,2018,MAR,0,3/1/2018,PRECTOTCORR_SUM,2018,MAR,5.27,3/1/2018,WS2M,2018,MAR,2.2,3/1/2018,RH2M,2018,MAR,33.5,3/1/2018,QV2M,2018,MAR,9.28,3/1/2018,T2M,2018,MAR,31.85,3/1/2018,WS10M,2018,MAR,3.17,3/1/2018
339,PS,2018,APR,98.42,4/1/2018,T2MDEW,2018,APR,17.44,4/1/2018,PRECTOTCORR,2018,APR,0,4/1/2018,PRECTOTCORR_SUM,2018,APR,0,4/1/2018,WS2M,2018,APR,2.44,4/1/2018,RH2M,2018,APR,42.12,4/1/2018,QV2M,2018,APR,13,4/1/2018,T2M,2018,APR,33.55,4/1/2018,WS10M,2018,APR,3.38,4/1/2018
340,PS,2018,MAY,98.56,5/1/2018,T2MDEW,2018,MAY,21.01,5/1/2018,PRECTOTCORR,2018,MAY,0,5/1/2018,PRECTOTCORR_SUM,2018,MAY,47.46,5/1/2018,WS2M,2018,MAY,2.72,5/1/2018,RH2M,2018,MAY,56.19,5/1/2018,QV2M,2018,MAY,15.99,5/1/2018,T2M,2018,MAY,31.83,5/1/2018,WS10M,2018,MAY,3.76,5/1/2018
341,PS,2018,JUN,98.79,6/1/2018,T2MDEW,2018,JUN,22.71,6/1/2018,PRECTOTCORR,2018,JUN,5.27,6/1/2018,PRECTOTCORR_SUM,2018,JUN,152.93,6/1/2018,WS2M,2018,JUN,2.13,6/1/2018,RH2M,2018,JUN,73.44,6/1/2018,QV2M,2018,JUN,17.58,6/1/2018,T2M,2018,JUN,28.37,6/1/2018,WS10M,2018,JUN,3.13,6/1/2018
342,PS,2018,JUL,98.88,7/1/2018,T2MDEW,2018,JUL,22.86,7/1/2018,PRECTOTCORR,2018,JUL,5.27,7/1/2018,PRECTOTCORR_SUM,2018,JUL,168.75,7/1/2018,WS2M,2018,JUL,1.55,7/1/2018,RH2M,2018,JUL,80.94,7/1/2018,QV2M,2018,JUL,17.7,7/1/2018,T2M,2018,JUL,26.65,7/1/2018,WS10M,2018,JUL,2.42,7/1/2018
343,PS,2018,AUG,98.86,8/1/2018,T2MDEW,2018,AUG,22.88,8/1/2018,PRECTOTCORR,2018,AUG,5.27,8/1/2018,PRECTOTCORR_SUM,2018,AUG,216.21,8/1/2018,WS2M,2018,AUG,1.48,8/1/2018,RH2M,2018,AUG,84.19,8/1/2018,QV2M,2018,AUG,17.76,8/1/2018,T2M,2018,AUG,25.94,8/1/2018,WS10M,2018,AUG,2.38,8/1/2018
344,PS,2018,SEP,98.74,9/1/2018,T2MDEW,2018,SEP,23.29,9/1/2018,PRECTOTCORR,2018,SEP,5.27,9/1/2018,PRECTOTCORR_SUM,2018,SEP,158.2,9/1/2018,WS2M,2018,SEP,1.16,9/1/2018,RH2M,2018,SEP,84,9/1/2018,QV2M,2018,SEP,18.19,9/1/2018,T2M,2018,SEP,26.37,9/1/2018,WS10M,2018,SEP,1.91,9/1/2018
345,PS,2018,OCT,98.72,10/1/2018,T2MDEW,2018,OCT,22.32,10/1/2018,PRECTOTCORR,2018,OCT,0,10/1/2018,PRECTOTCORR_SUM,2018,OCT,58.01,10/1/2018,WS2M,2018,OCT,1.21,10/1/2018,RH2M,2018,OCT,77.56,10/1/2018,QV2M,2018,OCT,17.27,10/1/2018,T2M,2018,OCT,27,10/1/2018,WS10M,2018,OCT,2.02,10/1/2018
346,PS,2018,NOV,98.72,11/1/2018,T2MDEW,2018,NOV,14.73,11/1/2018,PRECTOTCORR,2018,NOV,0,11/1/2018,PRECTOTCORR_SUM,2018,NOV,0,11/1/2018,WS2M,2018,NOV,1.51,11/1/2018,RH2M,2018,NOV,54.44,11/1/2018,QV2M,2018,NOV,10.86,11/1/2018,T2M,2018,NOV,25.69,11/1/2018,WS10M,2018,NOV,2.43,11/1/2018
347,PS,2018,DEC,98.94,12/1/2018,T2MDEW,2018,DEC,8.94,12/1/2018,PRECTOTCORR,2018,DEC,0,12/1/2018,PRECTOTCORR_SUM,2018,DEC,0,12/1/2018,WS2M,2018,DEC,2.2,12/1/2018,RH2M,2018,DEC,44.5,12/1/2018,QV2M,2018,DEC,7.39,12/1/2018,T2M,2018,DEC,22.86,12/1/2018,WS10M,2018,DEC,3.46,12/1/2018
348,PS,2019,JAN,98.86,1/1/2019,T2MDEW,2019,JAN,5.19,1/1/2019,PRECTOTCORR,2019,JAN,0,1/1/2019,PRECTOTCORR_SUM,2019,JAN,0,1/1/2019,WS2M,2019,JAN,2.02,1/1/2019,RH2M,2019,JAN,32.75,1/1/2019,QV2M,2019,JAN,5.8,1/1/2019,T2M,2019,JAN,24.4,1/1/2019,WS10M,2019,JAN,3.15,1/1/2019
349,PS,2019,FEB,98.75,2/1/2019,T2MDEW,2019,FEB,3.73,2/1/2019,PRECTOTCORR,2019,FEB,0,2/1/2019,PRECTOTCORR_SUM,2019,FEB,0,2/1/2019,WS2M,2019,FEB,2.26,2/1/2019,RH2M,2019,FEB,26.56,2/1/2019,QV2M,2019,FEB,5.62,2/1/2019,T2M,2019,FEB,26.86,2/1/2019,WS10M,2019,FEB,3.32,2/1/2019
350,PS,2019,MAR,98.59,3/1/2019,T2MDEW,2019,MAR,9.35,3/1/2019,PRECTOTCORR,2019,MAR,0,3/1/2019,PRECTOTCORR_SUM,2019,MAR,0,3/1/2019,WS2M,2019,MAR,2.03,3/1/2019,RH2M,2019,MAR,29.75,3/1/2019,QV2M,2019,MAR,8.18,3/1/2019,T2M,2019,MAR,31.44,3/1/2019,WS10M,2019,MAR,2.95,3/1/2019
351,PS,2019,APR,98.45,4/1/2019,T2MDEW,2019,APR,16.45,4/1/2019,PRECTOTCORR,2019,APR,0,4/1/2019,PRECTOTCORR_SUM,2019,APR,15.82,4/1/2019,WS2M,2019,APR,2.24,4/1/2019,RH2M,2019,APR,41.62,4/1/2019,QV2M,2019,APR,12.51,4/1/2019,T2M,2019,APR,33.22,4/1/2019,WS10M,2019,APR,3.14,4/1/2019
352,PS,2019,MAY,98.58,5/1/2019,T2MDEW,2019,MAY,22.06,5/1/2019,PRECTOTCORR,2019,MAY,0,5/1/2019,PRECTOTCORR_SUM,2019,MAY,58.01,5/1/2019,WS2M,2019,MAY,2.41,5/1/2019,RH2M,2019,MAY,64.5,5/1/2019,QV2M,2019,MAY,16.97,5/1/2019,T2M,2019,MAY,30.12,5/1/2019,WS10M,2019,MAY,3.41,5/1/2019
353,PS,2019,JUN,98.81,6/1/2019,T2MDEW,2019,JUN,22.44,6/1/2019,PRECTOTCORR,2019,JUN,5.27,6/1/2019,PRECTOTCORR_SUM,2019,JUN,94.92,6/1/2019,WS2M,2019,JUN,2.23,6/1/2019,RH2M,2019,JUN,69,6/1/2019,QV2M,2019,JUN,17.27,6/1/2019,T2M,2019,JUN,29.26,6/1/2019,WS10M,2019,JUN,3.22,6/1/2019
354,PS,2019,JUL,98.82,7/1/2019,T2MDEW,2019,JUL,22.72,7/1/2019,PRECTOTCORR,2019,JUL,5.27,7/1/2019,PRECTOTCORR_SUM,2019,JUL,174.02,7/1/2019,WS2M,2019,JUL,1.62,7/1/2019,RH2M,2019,JUL,77.12,7/1/2019,QV2M,2019,JUL,17.58,7/1/2019,T2M,2019,JUL,27.4,7/1/2019,WS10M,2019,JUL,2.51,7/1/2019
355,PS,2019,AUG,98.9,8/1/2019,T2MDEW,2019,AUG,22.73,8/1/2019,PRECTOTCORR,2019,AUG,10.55,8/1/2019,PRECTOTCORR_SUM,2019,AUG,284.77,8/1/2019,WS2M,2019,AUG,1.59,8/1/2019,RH2M,2019,AUG,82.75,8/1/2019,QV2M,2019,AUG,17.58,8/1/2019,T2M,2019,AUG,26.09,8/1/2019,WS10M,2019,AUG,2.51,8/1/2019
356,PS,2019,SEP,98.82,9/1/2019,T2MDEW,2019,SEP,23.5,9/1/2019,PRECTOTCORR,2019,SEP,5.27,9/1/2019,PRECTOTCORR_SUM,2019,SEP,163.48,9/1/2019,WS2M,2019,SEP,1.15,9/1/2019,RH2M,2019,SEP,83.56,9/1/2019,QV2M,2019,SEP,18.43,9/1/2019,T2M,2019,SEP,26.67,9/1/2019,WS10M,2019,SEP,1.9,9/1/2019
357,PS,2019,OCT,98.69,10/1/2019,T2MDEW,2019,OCT,23.11,10/1/2019,PRECTOTCORR,2019,OCT,5.27,10/1/2019,PRECTOTCORR_SUM,2019,OCT,89.65,10/1/2019,WS2M,2019,OCT,1.23,10/1/2019,RH2M,2019,OCT,82.5,10/1/2019,QV2M,2019,OCT,18.01,10/1/2019,T2M,2019,OCT,26.55,10/1/2019,WS10M,2019,OCT,2.02,10/1/2019
358,PS,2019,NOV,98.66,11/1/2019,T2MDEW,2019,NOV,16.55,11/1/2019,PRECTOTCORR,2019,NOV,0,11/1/2019,PRECTOTCORR_SUM,2019,NOV,0,11/1/2019,WS2M,2019,NOV,1.38,11/1/2019,RH2M,2019,NOV,56.44,11/1/2019,QV2M,2019,NOV,12.15,11/1/2019,T2M,2019,NOV,26.9,11/1/2019,WS10M,2019,NOV,2.21,11/1/2019
359,PS,2019,DEC,98.85,12/1/2019,T2MDEW,2019,DEC,8.5,12/1/2019,PRECTOTCORR,2019,DEC,0,12/1/2019,PRECTOTCORR_SUM,2019,DEC,0,12/1/2019,WS2M,2019,DEC,2.14,12/1/2019,RH2M,2019,DEC,45.75,12/1/2019,QV2M,2019,DEC,7.2,12/1/2019,T2M,2019,DEC,22.19,12/1/2019,WS10M,2019,DEC,3.4,12/1/2019
360,PS,2020,JAN,98.95,1/1/2020,T2MDEW,2020,JAN,6.44,1/1/2020,PRECTOTCORR,2020,JAN,0,1/1/2020,PRECTOTCORR_SUM,2020,JAN,0,1/1/2020,WS2M,2020,JAN,2.59,1/1/2020,RH2M,2020,JAN,39.06,1/1/2020,QV2M,2020,JAN,6.47,1/1/2020,T2M,2020,JAN,22.65,1/1/2020,WS10M,2020,JAN,3.91,1/1/2020
361,PS,2020,FEB,98.84,2/1/2020,T2MDEW,2020,FEB,2.98,2/1/2020,PRECTOTCORR,2020,FEB,0,2/1/2020,PRECTOTCORR_SUM,2020,FEB,0,2/1/2020,WS2M,2020,FEB,2.88,2/1/2020,RH2M,2020,FEB,26.44,2/1/2020,QV2M,2020,FEB,4.94,2/1/2020,T2M,2020,FEB,25.18,2/1/2020,WS10M,2020,FEB,4.27,2/1/2020
362,PS,2020,MAR,98.54,3/1/2020,T2MDEW,2020,MAR,13.37,3/1/2020,PRECTOTCORR,2020,MAR,0,3/1/2020,PRECTOTCORR_SUM,2020,MAR,52.73,3/1/2020,WS2M,2020,MAR,2.05,3/1/2020,RH2M,2020,MAR,40,3/1/2020,QV2M,2020,MAR,10.74,3/1/2020,T2M,2020,MAR,30.89,3/1/2020,WS10M,2020,MAR,2.98,3/1/2020
363,PS,2020,APR,98.57,4/1/2020,T2MDEW,2020,APR,19.93,4/1/2020,PRECTOTCORR,2020,APR,0,4/1/2020,PRECTOTCORR_SUM,2020,APR,21.09,4/1/2020,WS2M,2020,APR,2.71,4/1/2020,RH2M,2020,APR,53.06,4/1/2020,QV2M,2020,APR,15.01,4/1/2020,T2M,2020,APR,31.77,4/1/2020,WS10M,2020,APR,3.73,4/1/2020
364,PS,2020,MAY,98.67,5/1/2020,T2MDEW,2020,MAY,21.04,5/1/2020,PRECTOTCORR,2020,MAY,0,5/1/2020,PRECTOTCORR_SUM,2020,MAY,47.46,5/1/2020,WS2M,2020,MAY,2.77,5/1/2020,RH2M,2020,MAY,56.06,5/1/2020,QV2M,2020,MAY,15.93,5/1/2020,T2M,2020,MAY,31.87,5/1/2020,WS10M,2020,MAY,3.82,5/1/2020
365,PS,2020,JUN,98.77,6/1/2020,T2MDEW,2020,JUN,22.22,6/1/2020,PRECTOTCORR,2020,JUN,0,6/1/2020,PRECTOTCORR_SUM,2020,JUN,58.01,6/1/2020,WS2M,2020,JUN,2.33,6/1/2020,RH2M,2020,JUN,68.19,6/1/2020,QV2M,2020,JUN,17.09,6/1/2020,T2M,2020,JUN,29.23,6/1/2020,WS10M,2020,JUN,3.34,6/1/2020
366,PS,2020,JUL,98.74,7/1/2020,T2MDEW,2020,JUL,22.31,7/1/2020,PRECTOTCORR,2020,JUL,5.27,7/1/2020,PRECTOTCORR_SUM,2020,JUL,189.84,7/1/2020,WS2M,2020,JUL,1.77,7/1/2020,RH2M,2020,JUL,76.75,7/1/2020,QV2M,2020,JUL,17.15,7/1/2020,T2M,2020,JUL,27.14,7/1/2020,WS10M,2020,JUL,2.68,7/1/2020
367,PS,2020,AUG,98.75,8/1/2020,T2MDEW,2020,AUG,22.94,8/1/2020,PRECTOTCORR,2020,AUG,10.55,8/1/2020,PRECTOTCORR_SUM,2020,AUG,326.95,8/1/2020,WS2M,2020,AUG,1.9,8/1/2020,RH2M,2020,AUG,83.81,8/1/2020,QV2M,2020,AUG,17.82,8/1/2020,T2M,2020,AUG,26.08,8/1/2020,WS10M,2020,AUG,2.98,8/1/2020
368,PS,2020,SEP,98.78,9/1/2020,T2MDEW,2020,SEP,23.09,9/1/2020,PRECTOTCORR,2020,SEP,5.27,9/1/2020,PRECTOTCORR_SUM,2020,SEP,189.84,9/1/2020,WS2M,2020,SEP,1.41,9/1/2020,RH2M,2020,SEP,84.25,9/1/2020,QV2M,2020,SEP,18.01,9/1/2020,T2M,2020,SEP,26.13,9/1/2020,WS10M,2020,SEP,2.3,9/1/2020
369,PS,2020,OCT,98.79,10/1/2020,T2MDEW,2020,OCT,21.14,10/1/2020,PRECTOTCORR,2020,OCT,5.27,10/1/2020,PRECTOTCORR_SUM,2020,OCT,84.38,10/1/2020,WS2M,2020,OCT,1.33,10/1/2020,RH2M,2020,OCT,75.88,10/1/2020,QV2M,2020,OCT,16.11,10/1/2020,T2M,2020,OCT,26.17,10/1/2020,WS10M,2020,OCT,2.24,10/1/2020
